id,name,url,pictureURL,first_tag,second_tag,top_five_tags
4226,Babylonia,http://www.last.fm/music/Babylonia,http://userserve-ak.last.fm/serve/252/40280887.jpg,74,602,synthpop italian seen live
4227,Ian Brown,http://www.last.fm/music/Ian+Brown,http://userserve-ak.last.fm/serve/252/512142.jpg,127,79,seen live alternative essential instrumental versions indie rock indie
4228,Frozen Plasma,http://www.last.fm/music/Frozen+Plasma,http://userserve-ak.last.fm/serve/252/433759.jpg,594,74,futurepop synthpop ebm electronic german
4229,Nephew,http://www.last.fm/music/Nephew,http://userserve-ak.last.fm/serve/252/12111051.jpg,127,18,seen live electronic synthpop tribute tony soprano
4230,Adriano Celentano,http://www.last.fm/music/Adriano+Celentano,http://userserve-ak.last.fm/serve/252/3159705.jpg,602,73,italian rock male vocalists post-punk
4231,Digital Machine,http://www.last.fm/music/Digital+Machine,http://userserve-ak.last.fm/serve/252/12420431.jpg,17,18,synth pop electronic russian
4232,Tricky,http://www.last.fm/music/Tricky,http://userserve-ak.last.fm/serve/252/2204742.jpg,21,15,trip-hop downtempo chillout electronic sexy
4233,Melotron,http://www.last.fm/music/Melotron,http://userserve-ak.last.fm/serve/252/77073.jpg,74,30,synthpop german ebm electronic seen live
4234,Evil's Toy,http://www.last.fm/music/Evil%27s+Toy,http://userserve-ak.last.fm/serve/252/478573.jpg,86,61,ebm industrial synthpop electronic ultimate favorite
4235,Dark Moor,http://www.last.fm/music/Dark+Moor,http://userserve-ak.last.fm/serve/252/24902507.jpg,89,609,symphonic metal power metal symphonic power metal insane classical motives spanish metal
4236,Derdian,http://www.last.fm/music/Derdian,http://userserve-ak.last.fm/serve/252/309705.jpg,609,611,power metal speed metal metal symphonic metal heavy metal
4237,Galneryus,http://www.last.fm/music/Galneryus,http://userserve-ak.last.fm/serve/252/44373937.jpg,138,139,hard rock - metal j-rock
4238,Freedom Call,http://www.last.fm/music/Freedom+Call,http://userserve-ak.last.fm/serve/252/76091.jpg,609,0,power metal
4239,Fairyland,http://www.last.fm/music/Fairyland,http://userserve-ak.last.fm/serve/252/40425183.jpg,89,609,symphonic metal power metal
4240,Heavenly,http://www.last.fm/music/Heavenly,http://userserve-ak.last.fm/serve/252/10652639.jpg,296,2194,indie pop twee power metal pop indie
4241,Nocturnal Rites,http://www.last.fm/music/Nocturnal+Rites,http://userserve-ak.last.fm/serve/252/29816.jpg,609,91,power metal thrash metal heavy metal
4242,Labyrinth,http://www.last.fm/music/Labyrinth,http://userserve-ak.last.fm/serve/252/46931717.jpg,609,380,power metal heavy metal metal symphonic metal progressive metal
4243,Altaria,http://www.last.fm/music/Altaria,http://userserve-ak.last.fm/serve/252/295184.jpg,609,89,power metal symphonic metal melodic heavy metal melodic metal melodic power metal
4244,Dreamtale,http://www.last.fm/music/Dreamtale,http://userserve-ak.last.fm/serve/252/36790233.jpg,408,609,melodic metal power metal
4245,Secret Sphere,http://www.last.fm/music/Secret+Sphere,http://userserve-ak.last.fm/serve/252/300672.jpg,0,0,
4246,Aina,http://www.last.fm/music/Aina,http://userserve-ak.last.fm/serve/252/51564921.jpg,89,609,symphonic metal power metal aina metal opera
4247,Edenbridge,http://www.last.fm/music/Edenbridge,http://userserve-ak.last.fm/serve/252/46698253.png,89,1352,symphonic metal female fronted metal power metal progressive metal melodic metal
4248,Royal Hunt,http://www.last.fm/music/Royal+Hunt,http://userserve-ak.last.fm/serve/252/5155193.jpg,76,380,progressive metal heavy metal specials to 3mmey hard rock - metal metal
4249,Silent Force,http://www.last.fm/music/Silent+Force,http://userserve-ak.last.fm/serve/252/17635861.jpg,76,3082,progressive metal melodic heavy metal
4250,Luca Turilli's Dreamquest,http://www.last.fm/music/Luca+Turilli%27s+Dreamquest,http://userserve-ak.last.fm/serve/252/61230295.png,89,609,symphonic metal power metal opera metal metal
4251,Elvenking,http://www.last.fm/music/Elvenking,http://userserve-ak.last.fm/serve/252/50664763.jpg,1359,609,folk metal power metal metal
4252,Vision Divine,http://www.last.fm/music/Vision+Divine,http://userserve-ak.last.fm/serve/252/3075921.jpg,609,0,power metal
4253,Lost Horizon,http://www.last.fm/music/Lost+Horizon,http://userserve-ak.last.fm/serve/252/9395539.jpg,609,76,power metal progressive metal
4254,Domine,http://www.last.fm/music/Domine,http://userserve-ak.last.fm/serve/252/499584.jpg,0,0,
4255,Symphonity,http://www.last.fm/music/Symphonity,http://userserve-ak.last.fm/serve/252/12801773.jpg,0,0,
4256,Aquaria,http://www.last.fm/music/Aquaria,http://userserve-ak.last.fm/serve/252/471932.jpg,609,0,power metal
4257,At Vance,http://www.last.fm/music/At+Vance,http://userserve-ak.last.fm/serve/252/149328.jpg,1,380,metal heavy metal power metal scholes song my fav fun
4258,Dream Evil,http://www.last.fm/music/Dream+Evil,http://userserve-ak.last.fm/serve/252/839214.jpg,609,380,power metal heavy metal metal hard rock - metal epic metal
4259,Battlelore,http://www.last.fm/music/Battlelore,http://userserve-ak.last.fm/serve/252/2838673.jpg,1359,1360,folk metal viking metal symphonic metal female fronted metal finnish metal
4260,Damian Marley,http://www.last.fm/music/Damian+Marley,http://userserve-ak.last.fm/serve/252/15244911.jpg,311,1442,reggae dancehall jamaica jamaican
4261,Echidna,http://www.last.fm/music/Echidna,http://userserve-ak.last.fm/serve/252/3442025.jpg,0,0,
4262,Walls of Jericho,http://www.last.fm/music/Walls+of+Jericho,http://userserve-ak.last.fm/serve/252/36347887.jpg,194,370,hardcore metalcore female vocalists female fronted metal moshcore
4263,Morodo,http://www.last.fm/music/Morodo,http://userserve-ak.last.fm/serve/252/584443.jpg,0,0,
4264,Jermaine Jackson,http://www.last.fm/music/Jermaine+Jackson,http://userserve-ak.last.fm/serve/252/23050905.jpg,729,167,70s rnb 80s oldies soul
4265,Barão Vermelho,http://www.last.fm/music/Bar%C3%A3o+Vermelho,http://userserve-ak.last.fm/serve/252/28432953.jpg,73,426,rock brazilian 80s brazilian rock
4266,Rouge,http://www.last.fm/music/Rouge,http://userserve-ak.last.fm/serve/252/407042.jpg,10787,0,saudades
4267,Lionel Richie,http://www.last.fm/music/Lionel+Richie,http://userserve-ak.last.fm/serve/252/384532.jpg,619,25,soul 80s rnb pop love songs
4268,É o Tchan,http://www.last.fm/music/%C3%89+o+Tchan,http://userserve-ak.last.fm/serve/252/50842569.png,400,817,brazil brasil
4269,Jimmie's Chicken Shack,http://www.last.fm/music/Jimmie%27s+Chicken+Shack,http://userserve-ak.last.fm/serve/252/50606663.jpg,0,0,
4270,Toadies,http://www.last.fm/music/Toadies,http://userserve-ak.last.fm/serve/252/46423.jpg,73,78,rock alternative rock favorites grunge alternative
4271,Wiser Time,http://www.last.fm/music/Wiser+Time,http://userserve-ak.last.fm/serve/252/49315685.jpg,439,78,blues rock alternative rock chill music there and back again acoustic rock
4272,Clutch,http://www.last.fm/music/Clutch,http://userserve-ak.last.fm/serve/252/26408295.jpg,537,72,stoner rock hard rock metal rock alternative rock
4273,Alice Donut,http://www.last.fm/music/Alice+Donut,http://userserve-ak.last.fm/serve/252/20924599.jpg,2100,6882,halloween approfondire
4274,The Steepwater Band,http://www.last.fm/music/The+Steepwater+Band,http://userserve-ak.last.fm/serve/252/30022149.jpg,0,0,
4275,Mudhoney,http://www.last.fm/music/Mudhoney,http://userserve-ak.last.fm/serve/252/17894323.jpg,170,2100,grunge halloween 90s alternative rock indie rock
4276,General Patton vs. The X-Ecutioners,http://www.last.fm/music/General+Patton+vs.+The+X-Ecutioners,http://userserve-ak.last.fm/serve/252/6091314.jpg,79,33,alternative experimental hip-hop underground hip-hop
4277,Jars of Clay,http://www.last.fm/music/Jars+of+Clay,http://userserve-ak.last.fm/serve/252/27798829.jpg,183,1239,christian rock christian christmas blend harmony uplifting
4278,American Skathic,http://www.last.fm/music/American+Skathic,http://userserve-ak.last.fm/serve/252/49254949.jpg,0,0,
4279,Gerry Rafferty,http://www.last.fm/music/Gerry+Rafferty,http://userserve-ak.last.fm/serve/252/132040.jpg,818,192,mellow classic rock 70s rock dazs favourites
4280,Liquid Motor Commission,http://www.last.fm/music/Liquid+Motor+Commission,,0,0,
4281,The Tea Party,http://www.last.fm/music/The+Tea+Party,http://userserve-ak.last.fm/serve/252/2002220.jpg,73,7693,rock the tea party cover alternative rock progressive rock
4282,Ours,http://www.last.fm/music/Ours,http://userserve-ak.last.fm/serve/252/2561296.jpg,78,79,alternative rock alternative oui fm indie rock
4283,Green Romance Orchestra,http://www.last.fm/music/Green+Romance+Orchestra,http://userserve-ak.last.fm/serve/252/24381795.jpg,0,0,
4284,Tantric,http://www.last.fm/music/Tantric,http://userserve-ak.last.fm/serve/252/27656047.jpg,72,73,hard rock rock alternative grunge post-grunge
4285,Tom Petty and the Heartbreakers,http://www.last.fm/music/Tom+Petty+and+the+Heartbreakers,http://userserve-ak.last.fm/serve/252/76526.jpg,73,192,rock classic rock singer-songwriter covers folk
4286,Brother Cane,http://www.last.fm/music/Brother+Cane,http://userserve-ak.last.fm/serve/252/153540.jpg,0,0,
4287,Gin Blossoms,http://www.last.fm/music/Gin+Blossoms,http://userserve-ak.last.fm/serve/252/520743.jpg,79,346,alternative 90s alternative rock rock pop
4288,Broadzilla,http://www.last.fm/music/Broadzilla,http://userserve-ak.last.fm/serve/252/297099.jpg,0,0,
4289,Cry of Love,http://www.last.fm/music/Cry+of+Love,http://userserve-ak.last.fm/serve/252/495759.jpg,72,73,hard rock rock classic rock blues rock southern rock
4290,Ruth Ruth,http://www.last.fm/music/Ruth+Ruth,http://userserve-ak.last.fm/serve/252/241855.jpg,0,0,
4291,MxPx,http://www.last.fm/music/MxPx,http://userserve-ak.last.fm/serve/252/27266443.jpg,181,182,punk punk rock christian rock pop punk
4292,Poster Children,http://www.last.fm/music/Poster+Children,http://userserve-ak.last.fm/serve/252/4071560.jpg,0,0,
4293,Marc Ford,http://www.last.fm/music/Marc+Ford,http://userserve-ak.last.fm/serve/252/3504004.jpg,73,134,rock singer-songwriter blues southern rock
4294,Garden of souls,http://www.last.fm/music/Garden+of+souls,,0,0,
4295,Weather Report,http://www.last.fm/music/Weather+Report,http://userserve-ak.last.fm/serve/252/45628579.png,83,540,jazz jazz fusion funk fusion instrumental
4296,Rebecca St. James,http://www.last.fm/music/Rebecca+St.+James,http://userserve-ak.last.fm/serve/252/4103391.jpg,185,1239,acoustic christian love songs favorite bands and artists
4297,Villa Nah,http://www.last.fm/music/Villa+Nah,http://userserve-ak.last.fm/serve/252/42929967.png,0,0,
4298,Sohodolls,http://www.last.fm/music/Sohodolls,http://userserve-ak.last.fm/serve/252/409892.jpg,18,81,electronic indie indietronica sexy female vocalists
4299,The Crash,http://www.last.fm/music/The+Crash,http://userserve-ak.last.fm/serve/252/429997.png,81,24,indie pop rock alternative finnish
4300,The Raveonettes,http://www.last.fm/music/The+Raveonettes,http://userserve-ak.last.fm/serve/252/23456711.jpg,84,81,indie rock indie noise pop shoegaze alternative
4301,Hellogoodbye,http://www.last.fm/music/Hellogoodbye,http://userserve-ak.last.fm/serve/252/401.jpg,81,1236,indie powerpop rock electronic pop
4302,Gentle Touch,http://www.last.fm/music/Gentle+Touch,http://userserve-ak.last.fm/serve/252/251849.jpg,74,0,synthpop
4303,"Does It Offend You, Yeah?",http://www.last.fm/music/Does+It+Offend+You%2C+Yeah%3F,http://userserve-ak.last.fm/serve/252/50599191.jpg,18,195,electronic british electro dance new rave
4304,Juvelen,http://www.last.fm/music/Juvelen,http://userserve-ak.last.fm/serve/252/6201829.jpg,18,0,electronic
4305,Junior Senior,http://www.last.fm/music/Junior+Senior,http://userserve-ak.last.fm/serve/252/48045227.png,105,187,house electronica electropop barkbarkdisco bark
4306,Uusi Fantasia,http://www.last.fm/music/Uusi+Fantasia,http://userserve-ak.last.fm/serve/252/45680213.png,0,0,
4307,Vinylshakerz,http://www.last.fm/music/Vinylshakerz,http://userserve-ak.last.fm/serve/252/153649.jpg,0,0,
4308,Sue and The Unicorn,http://www.last.fm/music/Sue+and+The+Unicorn,http://userserve-ak.last.fm/serve/252/3524552.jpg,0,0,
4309,SynthPop Isn't Coool,http://www.last.fm/music/SynthPop+Isn%27t+Coool,http://userserve-ak.last.fm/serve/252/5854079.jpg,1410,3899,humor lol electronic synthpop electronica
4310,Foxboro Hot Tubs,http://www.last.fm/music/Foxboro+Hot+Tubs,http://userserve-ak.last.fm/serve/252/14047475.jpg,81,73,indie rock 00s 2008 green day
4311,Lungbutter,http://www.last.fm/music/Lungbutter,http://userserve-ak.last.fm/serve/252/2919291.jpg,1,2123,metal sun city girls surf punk frank zappa weird al yankovic
4312,HealeyIsland,http://www.last.fm/music/HealeyIsland,http://userserve-ak.last.fm/serve/252/59709201.jpg,187,21,electronica trip-hop experimental my indie friends my angular favourites
4313,Angry Petunias,http://www.last.fm/music/Angry+Petunias,http://userserve-ak.last.fm/serve/252/2722034.jpg,1,2109,metal the music maker society the jesus lizard weird al tenacious d
4314,Krackatoa,http://www.last.fm/music/Krackatoa,http://userserve-ak.last.fm/serve/252/170931.jpg,14,18,ambient electronic garbage city radio first-rate and free my indie friends
4315,Burrito,http://www.last.fm/music/Burrito,http://userserve-ak.last.fm/serve/252/49111933.jpg,2102,0,my indie friends
4316,Fugdale,http://www.last.fm/music/Fugdale,http://userserve-ak.last.fm/serve/252/2289220.jpg,0,0,
4317,Corrientes,http://www.last.fm/music/Corrientes,http://userserve-ak.last.fm/serve/252/38263025.png,13,18,chillout electronic female vocalists electronica vfsix
4318,Ugress,http://www.last.fm/music/Ugress,http://userserve-ak.last.fm/serve/252/7205097.jpg,15,20,downtempo lounge female vocalists electronic trip-hop
4319,Rymdkraft,http://www.last.fm/music/Rymdkraft,http://userserve-ak.last.fm/serve/252/3825739.jpg,0,0,
4320,The Peach Tree,http://www.last.fm/music/The+Peach+Tree,http://userserve-ak.last.fm/serve/252/3032899.jpg,0,0,
4321,Frank Zappa & Captain Beefheart,http://www.last.fm/music/Frank%2BZappa%2B%2526%2BCaptain%2BBeefheart,http://userserve-ak.last.fm/serve/252/576651.jpg,33,83,experimental jazz blues
4322,Pixieguts,http://www.last.fm/music/Pixieguts,http://userserve-ak.last.fm/serve/252/27966921.jpg,18,187,electronic electronica chillout ambient downtempo
4323,A Band Featuring Instruments,http://www.last.fm/music/A+Band+Featuring+Instruments,http://userserve-ak.last.fm/serve/252/19891603.jpg,191,2097,instrumental garbage city radio i am canadian first-rate and free my indie friends
4324,Joe Soup,http://www.last.fm/music/Joe+Soup,http://userserve-ak.last.fm/serve/252/2721979.jpg,2102,2109,my indie friends the music maker society
4325,Idiots of Idiocy (I.O.I.),http://www.last.fm/music/Idiots+of+Idiocy+%28I.O.I.%29,,1,191,metal instrumental sludge my indie friends the music maker society
4326,Glejs,http://www.last.fm/music/Glejs,http://userserve-ak.last.fm/serve/252/359777.jpg,2102,187,my indie friends electronica electro
4327,Milo Moesche,http://www.last.fm/music/Milo+Moesche,http://userserve-ak.last.fm/serve/252/3212052.jpg,33,187,experimental electronica my indie friends
4328,Giant Sand,http://www.last.fm/music/Giant+Sand,http://userserve-ak.last.fm/serve/252/11865057.jpg,0,0,
4329,Illicit Love Parade,http://www.last.fm/music/Illicit+Love+Parade,http://userserve-ak.last.fm/serve/252/3177205.jpg,2102,929,my indie friends lo-fi
4330,Remergence,http://www.last.fm/music/Remergence,http://userserve-ak.last.fm/serve/252/52248445.jpg,2102,13,my indie friends chillout
4331,The Mental Attack,http://www.last.fm/music/The+Mental+Attack,http://userserve-ak.last.fm/serve/252/382306.jpg,2102,0,my indie friends
4332,Electromagnetic Impulses,http://www.last.fm/music/Electromagnetic+Impulses,http://userserve-ak.last.fm/serve/252/24594453.jpg,2102,0,my indie friends
4333,Subliminal Attraction,http://www.last.fm/music/Subliminal+Attraction,http://userserve-ak.last.fm/serve/252/2563149.jpg,2102,0,my indie friends
4334,Kyn3ticXR,http://www.last.fm/music/Kyn3ticXR,http://userserve-ak.last.fm/serve/252/569401.png,2102,0,my indie friends
4335,Nessie & Her Beard,http://www.last.fm/music/Nessie%2B%2526%2BHer%2BBeard,http://userserve-ak.last.fm/serve/252/50012651.jpg,2102,0,my indie friends
4336,Friends of redhalo,http://www.last.fm/music/Friends+of+redhalo,http://userserve-ak.last.fm/serve/252/2918015.jpg,2102,18,my indie friends electronic experimental electronica canadian
4337,Darius Greene,http://www.last.fm/music/Darius+Greene,http://userserve-ak.last.fm/serve/252/5671614.jpg,0,0,
4338,The Review Board,http://www.last.fm/music/The+Review+Board,,2102,2109,my indie friends the music maker society
4339,Sergei Rachmaninoff,http://www.last.fm/music/Sergei+Rachmaninoff,http://userserve-ak.last.fm/serve/252/42603571.jpg,539,339,classical russian the best classical opera and film scores world beats piano
4340,Ray Manzarek,http://www.last.fm/music/Ray+Manzarek,http://userserve-ak.last.fm/serve/252/206308.jpg,0,0,
4341,"Tutu, No Pushen Eto",http://www.last.fm/music/Tutu%2C+No+Pushen+Eto,http://userserve-ak.last.fm/serve/252/54958821.jpg,0,0,
4342,Jūdas graši,http://www.last.fm/music/J%C5%ABdas+gra%C5%A1i,http://userserve-ak.last.fm/serve/252/2549824.jpg,1259,0,latvian
4343,Sky Eats Airplane,http://www.last.fm/music/Sky+Eats+Airplane,http://userserve-ak.last.fm/serve/252/28477711.jpg,180,187,post-hardcore electronica experimental hardcore
4344,Smile Empty Soul,http://www.last.fm/music/Smile+Empty+Soul,http://userserve-ak.last.fm/serve/252/28600045.jpg,73,78,rock alternative rock alternative emo post-grunge
4345,Dakota Star,http://www.last.fm/music/Dakota+Star,http://userserve-ak.last.fm/serve/252/60741.jpg,0,0,
4346,BACK-ON,http://www.last.fm/music/BACK-ON,http://userserve-ak.last.fm/serve/252/61513347.png,6484,0,air gear
4347,Stephanie,http://www.last.fm/music/Stephanie,http://userserve-ak.last.fm/serve/252/4733399.jpg,0,0,
4348,Our Lady Peace,http://www.last.fm/music/Our+Lady+Peace,http://userserve-ak.last.fm/serve/252/36489785.png,78,346,alternative rock 90s rock alternative canadian
